id,texto,emocion,texto_en2esp_marian
164,i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,anger,"Podría pretender redimir el género, pero no me dejó tan completamente frustrado hasta el punto de golpear mi cabeza contra una pared."
165,i feel so sad and hopeless,sadness,Me siento tan triste y sin esperanza
166,im getting the feeling that my classes are a little intimidated by the concept of a lit,fear,Tengo la sensación de que mis clases están un poco intimidadas por el concepto de una luz
167,i still feel groggy but i have to get up to do the routine for my son,sadness,Todavía me siento aturdido pero tengo que levantarme para hacer la rutina de mi hijo.
168,i have a feeling my view isnt going to be very popular and thats fine,joy,Tengo la sensación de que mi punto de vista no va a ser muy popular y eso está bien
169,i want to hold this feeling of shocked awe and wonder forever,surprise,Quiero tener esta sensación de asombro y asombro para siempre
170,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,fear,"Cuando oí un rumor de que los resultados del examen del año pasado estaban fuera, tenía miedo de que pudiera ser uno de los fracasos."
171,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,joy,Quiero sentirme valorada y apreciada lo hago y sé que la gente que me ama no va a ninguna parte incluso si la naturaleza de la relación cambia
172,i know there are days in which you feel distracted,anger,Sé que hay días en los que te sientes distraído.
173,i use it regularly with relaxing music and always feel invigorated afterward,joy,Lo uso regularmente con música relajante y siempre me siento vigorizado después
174,im feeling distracted i tend to practice with my eyes shut as much as possible,anger,me siento distraído tiendo a practicar con mis ojos cerrados tanto como sea posible
175,i feel like its perfect a w see youtube has its influences i even know trends,joy,Me siento como su perfecto un w ver youtube tiene sus influencias incluso conozco tendencias
176,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,fear,Yo específicamente quería que el tango se sintiera tímido y maks todo lo contrario difícil de llegar lo suficientemente lejos de él para conseguir buenas fotos lol
177,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,fear,Tampoco me sentí muy raro durmiendo en mi cama mientras los dos dormían en la de ella.
178,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,sadness,Sólo desearía estar bien así que estaba pensando en ello hoy temprano y aquí la cosa que está todo encerrado en el campo inquieto me ha hecho sentir tan necesitada
179,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,joy,He perdido un poco de peso de tal manera que podría caber en una falda diminuta que no ha sido capaz de usar porque no me sentía seguro en ella hasta ahora
180,i hope to feel a bit more creative again soon and miss its presence in my life blog,joy,Espero sentirme un poco más creativo de nuevo pronto y perder su presencia en mi blog de vida
181,i am no fan of the current president i am a conservative and it made me feel unwelcome,sadness,No soy un fan del presidente actual. Soy conservador y me hizo sentir mal.
182,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,surprise,Voy a adjuntar sus versos sobre ella no podría pesar mucho más pensando y sintiendo curiosidad por escuchar a la pareja extraña
183,i begin to feel complacent with my life here,joy,Empiezo a sentirme complaciente con mi vida aquí.
184,i feel vulnerable and alone,fear,Me siento vulnerable y sola.
185,i remember feeling inspired and thinking that it was a fine example of parenting,joy,Recuerdo que me sentí inspirado y pensé que era un buen ejemplo de crianza.
186,i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,sadness,Siento que siempre soy el que es castigado por cosas estúpidas y siento que estoy siendo castigado por comportarme
187,i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,joy,Realmente siento que mi vida es perfecta en este momento y si no es demasiado pedir sólo espero que todo se mantenga igual
188,im there i simply feel contented,joy,Ahí simplemente me siento contento.
189,im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,joy,"No digo que saques a todo el mundo de tu vida, pero siento que es importante encontrar consuelo en la meditación de la soledad o trabajar solo en proyectos."
190,i think im just being stupid feeling nervous,fear,Creo que estoy siendo estúpido sintiéndome nervioso.
191,i feel honored by it,joy,Me siento honrado por ello.
192,i was feeling an act of god at work in my life and it was an amazing feeling,surprise,Estaba sintiendo un acto de Dios en el trabajo en mi vida y fue una sensación increíble
193,i feel im like a bird flying in the air in a very carefree manner,joy,Me siento como un pájaro volando en el aire de una manera muy despreocupada
194,i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,anger,Tengo que revisar mis respuestas una y otra vez en mi mente sólo para asegurarme de que la respuesta suena lo suficientemente apropiado y que la persona que recibe la respuesta no se sentirá ofendido
195,i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,sadness,Me sentí triste cuando un amigo mío murió y sentí que algo se había ido irrevocablemente de mí
196,i died would alex and matt feel regretful for not coming to visit,sadness,Moriría Alex y Matt se sentirían arrepentidos por no venir a visitarme.
197,i feel that educating families and supporting and educationg mamas and papas is key,joy,Siento que educar a las familias y apoyar y educar a mamás y papás es clave
