Texto,Emocion
ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in,sadness
im feeling a bit uncomfortable with myself too,fear
i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,fear
i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream,fear
i usually like sam but sometimes he gets downright whiny and i ll admit that all the mistakes he made due to sibling rivalry and pride that eventually led to the end of season kind of made me feel less tragic about the whole thing,sadness
i hope shes feeling generous today and treat me to japanese food or something haha have a great day,joy
i am feeling a bit offended,anger
i offend easily when i feel my intelligence is insulted,anger
i always feel a bit awkward when i comment on someone s blog because i invariably go on rabbit trails and feel as though i ve been overstepping myself so i d like to tell you if you find yourself feeling the same way that i do not mind in the slightest,sadness
i feel like we may be coming to the point in the tv series where the show is incredibly popular but sadly the writers are coming to the end of their story lines and soon there will be nothing left to keep the plot a float,joy
i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age,surprise
i had to continue to enforce my no playdate policy which meant i continued to feel angry twice over each day once during a horrible morning drop off and once in the afternoon when i reminded noah that no he couldnt play because of the bad drop off missing mommy,anger
i woke up feeling groggy and grumpy and like the last thing i wanted to do was make dinner,sadness
i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers,sadness
i feel god in my life more now than i ever have before and things are so wonderful right now,joy
